ID	AccountID	ProjectID	PlanID	LatLon	DepotTypeID	DepotType	Name	DepotCode	AddressDescription	Delay	CrossDockingProxy	IsDeleted	AllowKeepTrailer	UTCOffset	TimeZone	LoadStart	LoadEnd	UnloadStart	UnloadEnd	LunchStart	LunchEnd	Latitude	Longitude
649865	360	3488	34814	uc1kfx9wduwf	1	1	ЛЬГОВСКОЕ ПО	П0000276_74	,307233, Курская обл, Курчатовский р-н, , Никольский п, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.66666666666667			51.50230003	35.61986296
649869	360	3488	34814	uc1n562vmjfk	1	1	Тюнина Т.Ф.	П0003674_4	,307750, Курская обл, Льговский р-н, , Пригородная Слободка с, Буденного ул, 3 В, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.70833333333333			51.69297994	35.30032
649873	360	3488	34814	uc1g6597rzjd	1	1	Волгузов Ю. Е.	П0000998_2	,306230, Курская обл, Обоянский р-н, Обоянь г, , Ленина ул, 92, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.75			51.21611101	36.30088488
649875	360	3488	34814	uc4pp7wwpwvm	1	1	Середин А. В. ЗА НАЛ БЛОК	00000401_2	,306530, Курская обл, , Щигры г, , Курский пер, 13, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.87576192	36.89035898
649876	360	3488	34814	uc4ppsjxcru5	1	1	Смахтин И.В.	00000397_4	,306536, Курская обл, Щигровский р-н, Щигры г, , Октябрьская ул, 44, Б, , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.79166666666667			51.87881394	36.89970212
649881	360	3488	34814	uc14dmw249v8	1	1	Маркова И. Н.	П0013274_1	,307815, Курская обл, Суджанский р-н, , Гуево с, Центральная ул, 8, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.41666666666667	0.66666666666667			51.094675	35.26382485
649883	360	3488	34814	uc4021e481eh	1	1	Борисов О. Н. (РК)	П0009244_1	,308519, Белгородская обл, Белгородский р-н, , Северный п, Олимпийская ул, 45, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			50.67762301	36.56662406
649886	360	3488	34814	uc4p5v73ddjt	1	1	Пилюгин В. В.	П0004027_3	,306501, Курская обл, Щигровский р-н, , Охочевка с, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.83333333333333			51.884577	36.73187295
649917	360	3488	34814	uc1mz14rfn7k	1	1	Сидорова Г. А.	П0001610_1	,307202, Курская обл, Октябрьский р-н, , Митрофанова д, , 126, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.64260001	35.81860995
649919	360	3488	34814	uc1kufzfkvey	1	1	Гришаева А. В.	П0006232_1	,307233, Курская обл, Курчатовский р-н, , Никольский п, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.70833333333333			51.47548397	35.72740478
649922	360	3488	34814	uc0vk4up6ts3	1	1	Мозговой Р. В.	П0006227_1	,307341, Курская обл, Рыльский р-н, , Учительский п, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.83333333333333			51.56423206	34.98607507
649940	360	3488	34814	uc1kgvtd2fh1	1	1	Носова А. А.	П0006233_1	,307864, Курская обл, Большесолдатский р-н, , 1-я Косторная д, Школьная ул, 22, А, , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.75			51.49057056	35.68019824
649943	360	3488	34814	uc0tq5y0tgpy	1	1	Бондарьков Б. Б.	00000493_3	,307374, Курская обл, Рыльский р-н, Рыльск г, , Свободы ул, 8в, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.56855394	34.72529395
649944	360	3488	34814	uc31s375qn7c	1	1	ЭТАЛОН ТОРГ ООО	П0009485_14	,307156, Курская обл, Железногорский р-н, , Веретенино с, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			52.30238001	35.34740014
649949	360	3488	34814	uc0v7p648qb5	1	1	Меркурий-Л ООО фирма	00000490_3	,307341, Курская обл, Рыльский р-н, , Марьино п, Центральная ул, 2, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.58814295	34.93928092
649952	360	3488	34814	uc0v7p02ndue	1	1	Лапкина Зоя Петровна	П0013815_2	,307341, Курская обл, Рыльский р-н, , Марьино п, Садовая ул, 5	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.58631905	34.93715191
649953	360	3488	34814	ubfy2rk5345b	1	1	Олейникова О. И. (МК)	П0010592_3	,309675, Белгородская обл, Волоконовский р-н, , Борисовка с, Первомайская ул, 9, А, , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.35777696	37.6337151
649965	360	3488	34814	uc1k016p2u29	1	1	Штыка А. Н.	П0002352_1	,307850, Курская обл, Большесолдатский р-н, , Большое Солдатское с, Советская ул, 41, ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.33625905	35.51059211
649974	360	3488	34814	uc31ufhkqc2r	1	1	ЭТАЛОН ТОРГ ООО	П0009485_13	,307752, Курская обл, , Железногорск г, , Мира ул, 46, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			52.35059104	35.3711169
649980	360	3488	34814	ubfpbcc2fbsv	1	1	Европа ООО - 44 г.Белгород	П0003027_1	,308000, Белгородская обл, , Белгород г, , Пугачева ул, 5, , , дом, корпус, кв.	0.0625	0	0	0	0.125	Europe/Moscow			0.375	0.75			50.59080007	36.59730015
649983	360	3488	34814	uc362cnnh4nc	1	1	Бубнова А. Н.	П0005395_1	,307147, Курская обл, Железногорский р-н, , Магнитный п, Юбилейная ул, 7, а, , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.875			52.43329193	35.54919211
649988	360	3488	34814	uc4p5vxrk4tm	1	1	Кубиков В. В.	П0006294_1	,306501, Курская обл, Щигровский р-н, , Охочевка с, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.88694003	36.73743015
649995	360	3488	34814	ubghczg7urwb	1	1	ВАВИЛОН ООО	П0010829_1	,309970, Белгородская обл, Валуйский р-н, , Уразово пгт, Плеханова ул, 74, А, , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.09696701	38.0503091
650005	360	3488	34814	ubghcmmmud03	1	1	МЕТЕОР ООО	П0010958_1	,309970, Белгородская обл, Валуйский р-н, , Уразово пгт, М.Горького ул, 3, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.08354808	38.03108504
650014	360	3488	34814	ubghcmm0rsmz	1	1	УРАЗОВСКОЕ ПО (МК)	П0010861_1	,309970, Белгородская обл, Валуйский р-н, , Уразово пгт, М.Горького ул, 3, Б, , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.08261702	38.03087784
650017	360	3488	34814	uc36315ztm2f	1	1	Землякова Н. А. (Железногорск)	П0003190_1	,307147, Курская обл, Железногорский р-н, , Магнитный п, Юбилейная ул, 3, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.83333333333333			52.43356702	35.55713413
650024	360	3488	34814	ubfnzufy8ufk	1	1	Кравченко Елена Николаевна	П0011074_1	,309290, Белгородская обл, Шебекинский р-н, Шебекино г, , 100-й стрелковой дивизии ул, 11, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.432508	36.90688809
650025	360	3488	34814	ubfnzudcsc9u	1	1	Махонина Елена Викторовна	П0011590_1	,309290, Белгородская обл, Шебекинский р-н, Шебекино г, , 100-й стрелковой дивизии ул, 3, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			50.43025897	36.90705908
650046	360	3488	34814	ubfxppf3ptbh	1	1	Артебякина С.А. ИП	П0010678_2	,309672, Белгородская обл, Волоконовский р-н, , Волчья Александровка с, Центральная ул, 1, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.49199403	37.57665413
650054	360	3488	34814	uc4nugzhxnmr	1	1	Кубиков В. В.	П0006294_2	,306539, Курская обл, Щигровский р-н, , Крутое д, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.83293006	36.78116089
650074	360	3488	34814	ubfpb86kqtrp	1	1	Набилкова О. И. (РК)	П0006335_2	,308000, Белгородская обл, , Белгород г, , Харьковский пер, 31, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.58318696	36.58785107
650083	360	3488	34814	ubfyuz8dvkgp	1	1	Аветисян Армен Робертович	П0011727_1	,309670, Белгородская обл, Волоконовский р-н, , Средние Лубянки с, , 18, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.66666666666667			50.44697098	37.82684388
650097	360	3488	34814	ubfyufuxet0k	1	1	Жаркова В. Н. (МК)	П0010557_1	,309665, Белгородская обл, Волоконовский р-н, , Пятницкое рп, Мира ул, 35, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.42169468	37.83225825
650105	360	3488	34814	ubgje81jt3qc	1	1	Гончарова Н. В.(РК)	П0010253_1	,309994, Белгородская обл, Валуйский р-н, Валуйки г, , 8-й Новоездоцкий пер, 15, А, , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.18649797	38.12416641
650134	360	3488	34814	ubfyusw09fdb	1	1	ФАНТАЗИЯ ООО	П0013166_3	,309665, Белгородская обл, Волоконовский р-н, , Пятницкое п, Лермонтова ул, , ,	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.83333333333333			50.430092	37.82326011
650137	360	3488	34814	uc33p92fw3bk	1	1	Березняк Л. Н.	П0000641_1	,307120, Курская обл, Фатежский р-н, , Верхний Любаж с, Комсомольская ул, 4, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			52.214337	35.83870104
650140	360	3488	34814	ubfyufyk9d40	1	1	Пискунов А. П. (МК)	П0010549_2	,309665, Белгородская обл, Волоконовский р-н, , Пятницкое рп, Маресевой пр-кт, 21, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.42116293	37.83457803
650156	360	3488	34814	uc41c3ksbf5c	1	1	ПРОХОРОВСКОЕ РАЙПО	П0011094_2	,309030, Белгородская обл, Прохоровский р-н, , Беленихино с, Калинина ул, 1, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.94031001	36.62364883
650166	360	3488	34814	uc1jtbn5y55p	1	1	Маркин Н. И.	П0003721_1	,307715, Курская обл, Льговский р-н, , Большие Угоны с, Школьная ул, 5, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.625	0.64583333333333			51.59245796	35.41743698
650173	360	3488	34814	ubfyv4ex433r	1	1	ФАНТАЗИЯ ООО	П0013166_1	,309665, Белгородская обл, Волоконовский р-н, , Пятницкое п, Комарова ул, 4, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.58333333333333	0.625			50.42021594	37.84181898
650189	360	3488	34814	uc1kkwe97mt8	1	1	БОЛЬШЕСОЛДАТСКОЕ  ПО	П0000195_6	,307841, Курская обл, Большесолдатский р-н, , Нижнее Гридино д, Центральная ул, 9, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.70833333333333			51.40802004	35.71051994
650207	360	3488	34814	uc1k016q854e	1	1	БОЛЬШЕСОЛДАТСКОЕ  ПО	П0000195_1	,307850, Курская обл, Большесолдатский р-н, , Большое Солдатское с, Кооперативная ул, 40, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow	0	0	0.54166666666667	0.75	0	0	51.33612393	35.51090593
650211	360	3488	34814	uc1gd38g8tqj	1	1	Мурыгин А.П.	П0001084_1	,306245, Курская обл, Обоянский р-н, , Рудавский п, Центральная ул, 22, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.54166666666667	0.625			51.24910402	36.31087409
650216	360	3488	34814	ubcyf9ms45eu	1	1	Рудычева Алла Анатольевна	П0011162_1	,308592, Белгородская обл, Белгородский р-н, , Отрадное с, Советская ул, 77, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.41284607	36.32844491
650246	360	3488	34814	ubcygm96jdkh	1	1	Атаджанова Раъно Салимжановна	П0011040_1	,308590, Белгородская обл, Белгородский р-н, , Октябрьский пгт, Кутузова ул, 4, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			50.43584199	36.35571795
650261	360	3488	34814	uc32rgq0geks	1	1	ФТО ООО	П0006224_1	,307100, Курская обл, Фатежский р-н, Фатеж г, , К.Маркса ул, 74, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.70833333333333			52.09319503	35.85678482
650272	360	3488	34814	ubcygq03q6j9	1	1	Губина Т.Н. (МК)	П0010905_1	,308590, Белгородская обл, Белгородский р-н, , Октябрьский пгт, Матросова ул, 2, А, , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.43845798	36.35437885
650273	360	3488	34814	ubcygq3tmq5t	1	1	Кучерявенко А.А. (РК)	П0013899_1	,308590, Белгородская обл, Белгородский р-н, , Октябрьский пгт, Привокзальная ул, 21 А, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			50.44054004	36.35604987
650313	360	3488	34814	uc4r1fevyjdu	1	1	ЭТАЛОН ТОРГ ООО	П0009485_6	,306530, Курская обл, , Щигры г, , Лазарева ул, 13, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.87021897	36.99637799
650316	360	3488	34814	uc31u83bt3uz	1	1	Отарян Г. Р.	П0012663_2	,307179, Курская обл, , Железногорск г, , Гагарина ул, 18 А, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.41666666666667	0.91666666666667			52.34033695	35.35663901
650319	360	3488	34814	uc3824hqp9rh	1	1	ФТО ООО	П0006224_2	,307100, Курская обл, Фатежский р-н, Фатеж г, , Урицкого ул, 49, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.70833333333333			52.08721907	35.86554291
650330	360	3488	34814	ubcygtbj92nu	1	1	Гречко А.В. (МК)	П0010928_1	,308590, Белгородская обл, Белгородский р-н, , Октябрьский пгт, , 31, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.43780402	36.36480896
650348	360	3488	34814	ubfzj781w6xx	1	1	БЕЛГОРОДНЕФТЕПРОДУКТ АО	П0011945_31	,309650, Белгородская обл, Волоконовский р-н, , Волоконовка п, Курочкина ул, , ,	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.35416666666667	0.72916666666667			50.46871698	37.84817884
650350	360	3488	34814	uc1n28j9qu5q	1	1	ЛЬГОВСКОЕ ПО	П0000276_41	,307731, Курская обл, Льговский р-н, , Куденцово с, , , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.54166666666667	0.58333333333333			51.72386994	35.18606996
650353	360	3488	34814	uc1gd38g8tqj	1	1	Волгузов Ю. Е.	П0000998_3	,306245, Курская обл, Обоянский р-н, , Рудавский п, Центральная ул, 50, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.75			51.24910402	36.31087409
650354	360	3488	34814	uc36315ztm29	1	1	Виноходова О.А. (Железногорск)	П0002764_1	,307147, Курская обл, Железногорский р-н, , Магнитный п, Железнодорожная ул, 5, а, , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.70833333333333			52.43356685	35.5571338
650359	360	3488	34814	uc31svjksk68	1	1	ФАРТ ООО	00000895_18	,307170, Курская обл, Железногорский р-н, Железногорск г, , Никитина ул, 8 Помещение II, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.625			52.32318305	35.37238592
650366	360	3488	34814	uc0veeffv67g	1	1	Абрамова В. И. (эконом)	П0013102_3	,307340, Курская обл, Рыльский р-н, , Ивановское с, Комаровка ул, 1, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.70833333333333			51.61288097	34.96250315
650400	360	3488	34814	uc31sry6g2fn	1	1	Каменев И.Л. (Железногорск)	П0009241_3	,307170, Курская обл, , Железногорск г, , Промплощадка-2 тер, , ,	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			52.33797108	35.35174297
650439	360	3488	34814	ubfqgsz70pc4	1	1	Черноусова Елена Николаевна	П0011802_1	,309270, Белгородская обл, Шебекинский р-н, , Маломихайловка с, Позднякова ул, 7, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.625			50.43192294	37.07782896
650450	360	3488	34814	uc0ve078u4vd	1	1	Лапкина Зоя Петровна	П0013815_1	,307341, Курская обл, Рыльский р-н, , Марьино п, Сироткина ул, 9, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.75			51.59331408	34.94150916
650456	360	3488	34814	uc31swfrujpy	1	1	Суржиков М.С. (Железногорск)	00001003_1	,307170, Курская обл, , Железногорск г, , Комарова ул, 28, А, , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.33333333333333	0.91666666666667			52.33335902	35.35727603
650459	360	3488	34814	ubfpshjrdhzw	1	1	Кузовлева Л. С. (РК)	П0006459_2	,308585, Белгородская обл, Белгородский р-н, , Разумное пгт, Мирная ул, 31, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.41666666666667	0.70833333333333			50.56039606	36.74558708
650465	360	3488	34814	ubfqbfq81qsb	1	1	Дмитренко А.А.	П0010570_1	,309290, Белгородская обл, Шебекинский р-н, Шебекино г, , Генерала Шумилова ул, 17, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.41766801	36.95600806
650478	360	3488	34814	uc0ve078u4vd	1	1	Мозговой Р. В.	П0006227_4	,307341, Курская обл, Рыльский р-н, , Марьино п, Сироткина ул, 17 Б, , , дом, корпус, кв.	0.0048611111111111	0	0	0	0.125	Europe/Moscow			0.375	0.83333333333333			51.59331408	34.94150916
650480	360	3488	34814	ubfp8v5tqpdf	1	1	Чиркова Е. В. (РК)	П0006338_2	,308036, Белгородская обл, , Белгород г, , Газовиков ул, 15, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.56551707	36.60052685
650489	360	3488	34814	uc32r9wrppue	1	1	Чаплыгина Н.Г.	П0002368_1	,307119, Курская обл, Фатежский р-н, , Чаплыгина 1-я д, , 19, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.375	0.75			52.08467885	35.84629202
650495	360	3488	34814	ubcygjtc534w	1	1	БЕЛГОРОДНЕФТЕПРОДУКТ АО	П0011945_15	,, Белгородская обл, Белгородский р-н, , Октябрьский пгт, , , ,	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.35416666666667	0.72916666666667			50.43566396	36.35081286
650497	360	3488	34814	ubfx2mvxkzpq	1	1	БЕЛГОРОДНЕФТЕПРОДУКТ АО	П0011945_32	,309275, Белгородская обл, Шебекинский р-н, , Червона Дибровка с, , , ,	0.0069444444444444	0	0	0	0.125	Europe/Moscow			0.35416666666667	0.72916666666667			50.52603294	37.28437817
650555	360	3488	34814	ubfpbngeyq3x	1	1	Восторг 76 ООО	П0009152_5	,308023, Белгородская обл, , Белгород г, , Заводской 5-й пер, 11, , , дом, корпус, кв.	0.0069444444444444	0	0	0	0.125	Europe/Moscow	0	0	0.375	0.875	0	0	50.61881206	36.56757692
650556	360	3488	34814	uc1wqqmff3r2	2	2	склад Курск	1	Курск, ул. Пучковка, д.51Б		0	0	0	0.125	Europe/Moscow	0.33333333333333	0.99930555555556	0	0	0	0	51.85844395	36.24203608
